gen_info_scenario_id,technology_id,technology,price_and_dollar_year,min_build_year,fuel,connect_cost_per_mw_generic,heat_rate,auxiliary_power_ratio,construction_time_years,year_1_cost_fraction,year_2_cost_fraction,year_3_cost_fraction,year_4_cost_fraction,year_5_cost_fraction,year_6_cost_fraction,max_age_years,forced_outage_rate,scheduled_outage_rate,intermittent,resource_limited,baseload,flexible_baseload,dispatchable,cogen,min_build_capacity,can_build_new,competes_for_space,ccs,storage,storage_efficiency,max_store_rate,max_spinning_reserve_fraction_of_capacity,heat_rate_penalty_spinning_reserve,minimum_loading,deep_cycling_penalty,startup_mmbtu_per_mw,startup_cost_dollar_per_mw
2,206,Coal_600_RC_CCS,2010,2030,Coal_CCS,3000,10.94,4.94,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,66,Central_PV_EP,2010,2005,Solar,0,0,,1,1,0,0,0,0,0,20,0.02,0,t,t,f,f,f,f,0,f,f,f,f,0,0,0,0,0,0,,
2,101,Coal_1000_OT,2010,2011,Coal,3000,7.88,4.16,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,104,Coal_1000_SEA,2010,2011,Coal,3000,7.88,4.16,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,203,Coal_600_DRY,2010,2011,Coal,3000,8.94,6.95,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,306,Coal_300_RC_CCS,2010,2030,Coal_CCS,3000,11.75,5.79,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,2101,EP_Coal_1000_OT,2010,2005,Coal,0,7.88,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2102,EP_Coal_1000_RC,2010,2005,Coal,0,7.88,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2103,EP_Coal_1000_DRY,2010,2005,Coal,0,8.3,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2104,EP_Coal_1000_SEA,2010,2005,Coal,0,7.88,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,f,f,f,f,0,0,0,0,0.4,0.05,,
2,207,Coal_600_DRY_CCS,2010,2030,Coal_CCS,3000,11.79,6.95,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,301,Coal_300_OT,2010,2011,Coal,3000,8.92,5.7,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,305,Coal_300_OT_CCS,2010,2030,Coal_CCS,3000,11.75,5.7,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,302,Coal_300_RC,2010,2011,Coal,3000,8.92,5.79,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,2302,EP_Coal_300_RC,2010,2005,Coal,0,8.92,,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,f,f,f,f,0,0,0,0,0.4,0.05,,
2,303,Coal_300_DRY,2010,2011,Coal,3000,9.37,8.5,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,307,Coal_300_DRY_CCS,2010,2030,Coal_CCS,3000,12.54,8.5,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,102,Coal_1000_RC,2010,2011,Coal,3000,7.88,4.16,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,103,Coal_1000_DRY,2010,2011,Coal,3000,8.3,5.01,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,202,Coal_600_RC,2010,2011,Coal,3000,8.45,4.94,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,21,Offshore_Wind,2010,2011,Wind,3000,0,3,2,0.05,0.95,0,0,0,0,30,0.02,0.0262,t,t,f,f,f,f,0,t,f,f,f,0,0,0,0,0,0,0,0
2,701,Gas_Combustion_Turbine_RC,2010,2011,Gas,3000,9.76,2.3,2,0.5,0.5,0,0,0,0,20,0.0413,0.0318,f,f,f,f,t,f,0,t,f,f,f,0,0,0.3,0.087,0.4,0,0.22,0.95
2,403,Coal_100_DRY,2010,2005,Coal,0,10.44,9.46,2,0.5,0.5,0,0,0,0,30,0.05,0.52,f,f,f,t,f,f,100,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,17,Central_PV,2010,2011,Solar,3000,0,3,1,1,0,0,0,0,0,20,0.02,0,t,t,f,f,f,f,0,t,f,f,f,0,0,0,0,0,0,0,0
2,501,Coal_Small_OT,2010,2005,Coal,0,10.56,8.5,1,1,0,0,0,0,0,30,0.05,0.52,f,f,f,t,f,f,25,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,404,Coal_100_SEA,2010,2005,Coal,0,9.95,8.19,2,0.5,0.5,0,0,0,0,30,0.05,0.15,f,f,f,t,f,f,100,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,25,Battery_Storage,2010,2011,Storage,3000,0,3,3,0.5,0.3,0.2,0,0,0,15,0.02,0.0055,f,f,f,f,f,f,0,t,f,f,t,0.767,1,0,0,0,0,0,0
2,85,Nuclear_SMR,2010,2015,Uranium,3000,10.4,3,3,0.6,0.26,0.14,0,0,0,40,0.0272,0.1112,f,f,t,f,f,f,100,t,f,f,f,0,0,0,0,1,0,0,0
2,2303,EP_Coal_300_DRY,2010,2005,Coal,0,9.37,,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,f,f,f,f,0,0,0,0,0.4,0.05,,
2,304,Coal_300_SEA,2010,2011,Coal,3000,8.92,5.7,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,2304,EP_Coal_300_SEA,2010,2005,Coal,0,8.92,,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,f,f,f,f,0,0,0,0,0.4,0.05,,
2,401,Coal_100_OT,2010,2005,Coal,0,9.95,8.19,2,0.5,0.5,0,0,0,0,30,0.05,0.52,f,f,f,t,f,f,100,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,402,Coal_100_RC,2010,2005,Coal,0,9.93,8.8,2,0.5,0.5,0,0,0,0,30,0.05,0.52,f,f,f,t,f,f,100,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,2801,EP_Gas_CCGT_OT,2010,2005,Gas,0,6.32,,2,0.5,0.5,0,0,0,0,20,0.0224,0.65,f,f,f,f,t,t,150,f,f,f,f,0,0,0.25,0.306,0.45,0,,
2,802,Gas_CCGT_RC,2010,2011,Gas,3000,7.02,2.36,2,0.5,0.5,0,0,0,0,20,0.0224,0.65,f,f,f,f,t,t,150,t,f,f,f,0,0,0.25,0.306,0.45,0,9.16,11.4
2,22,Hydro_NonPumped,2010,2005,Water,0,0,3,6,0.1,0.2,0.2,0.2,0.2,0.1,100,0.051,0.094,f,f,f,f,f,f,0,f,f,f,f,0,0,0,0,0.3,0,0,0
2,903,Nuclear_EP_SEA,2010,2005,Uranium,0,9.322,6,6,0.1,0.15,0.15,0.2,0.2,0.2,40,0.0272,0.1112,f,f,t,f,f,f,0,f,f,f,f,0,0,0,0,1,0,0,0
2,23,Hydro_Pumped,2010,2005,Water,0,0,3,6,0.1,0.2,0.2,0.2,0.2,0.1,100,0.051,0.094,f,f,f,f,f,f,0,f,f,f,t,0.74,1,0,0,0.4,0,0,0
2,6011,EP_Coal_IGCC_RC,2010,2005,Coal,0,8.89,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.52,f,f,f,t,f,f,265,f,f,f,f,0,0,0,0,0.4,0.29,,
2,602,Coal_IGCC_RC_CCS,2010,2030,Coal_CCS,3000,10.94,14.9,3,0.3,0.5,0.2,0,0,0,40,0.05,0.52,f,f,f,t,f,f,265,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,1902,CSP_Trough_6h_Storage_DRY,2010,2020,Solar,3000,0,3,1,1,0,0,0,0,0,20,0.016,0.022,t,t,f,f,f,f,0,t,t,f,f,0,0,0,0,0,0,0,0
2,1901,CSP_Trough_6h_Storage_RC,2010,2020,Solar,3000,0,3,1,1,0,0,0,0,0,20,0.016,0.022,t,t,f,f,f,f,0,t,t,f,f,0,0,0,0,0,0,0,0
2,16,Commercial_PV,2010,2011,Solar,0,0,3,1,1,0,0,0,0,0,20,0.02,0,t,t,f,f,f,f,0,t,f,f,f,0,0,0,0,0,0,0,0
2,902,Nuclear_RC,2010,2030,Uranium,3000,10.4,6,6,0.1,0.15,0.15,0.2,0.2,0.2,60,0.0272,0.1112,f,f,t,f,f,f,1000,t,f,f,f,0,0,0,0,1,0,0,0
2,2201,EP_Coal_600_OT,2010,2005,Coal,0,8.45,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2202,EP_Coal_600_RC,2010,2005,Coal,0,8.45,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2203,EP_Coal_600_DRY,2010,2005,Coal,0,8.94,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2204,EP_Coal_600_SEA,2010,2005,Coal,0,8.45,,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,f,f,f,f,0,0,0,0,0.4,0.05,,
2,2301,EP_Coal_300_OT,2010,2005,Coal,0,8.92,,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,f,f,f,f,0,0,0,0,0.4,0.05,,
2,15,Residential_PV,2010,2011,Solar,0,0,3,1,1,0,0,0,0,0,20,0.02,0,t,t,f,f,f,f,0,t,f,f,f,0,0,0,0,0,0,0,0
2,20,Wind,2010,2011,Wind,3000,0,3,2,0.05,0.95,0,0,0,0,30,0.02,0.0139,t,t,f,f,f,f,0,t,f,f,f,0,0,0,0,0,0,0,0
2,504,Coal_Small_SEA,2010,2005,Coal,0,10.56,,2,0.5,0.5,0,0,0,0,30,0.05,0.15,f,f,f,t,f,f,25,f,f,f,f,0,0,0,0,0.4,0.05,,
2,105,Coal_1000_OT_CCS,2010,2030,Coal_CCS,3000,10.01,4.16,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,106,Coal_1000_RC_CCS,2010,2030,Coal_CCS,3000,10.01,4.16,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,502,Coal_Small_RC,2010,2005,Coal,0,10.56,8.8,1,1,0,0,0,0,0,30,0.05,0.52,f,f,f,t,f,f,25,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,503,Coal_Small_DRY,2010,2005,Coal,0,11.11,9.5,1,1,0,0,0,0,0,30,0.05,0.52,f,f,f,t,f,f,25,f,f,f,f,0,0,0,0,0.4,0.05,0,0
2,8031,EP_Gas_CCGT_SEA,2010,2005,Gas,0,6.32,,2,0.5,0.5,0,0,0,0,20,0.0224,0.65,f,f,f,f,t,t,150,f,f,f,f,0,0,0.25,0.306,0.45,0,,
2,803,Gas_CCGT_SEA,2010,2011,Gas,3000,6.47,2.31,2,0.5,0.5,0,0,0,0,20,0.0224,0.65,f,f,f,f,t,t,150,t,f,f,f,0,0,0.25,0.306,0.45,0,9.16,11.4
2,601,Coal_IGCC_RC,2010,2013,Coal,3000,8.89,14.9,3,0.3,0.5,0.2,0,0,0,40,0.05,0.52,f,f,f,t,f,f,265,t,f,f,f,0,0,0,0,0.4,0.29,0,0
2,901,Nuclear_SEA,2010,2005,Uranium,3000,10.4,6,6,0.1,0.15,0.15,0.2,0.2,0.2,60,0.0272,0.1112,f,f,t,f,f,f,1000,t,f,f,f,0,0,0,0,1,0,0,0
2,65,Wind_EP,2010,2005,Wind,0,0,3,2,0.05,0.95,0,0,0,0,30,0.02,0.0139,t,t,f,f,f,f,0,f,f,f,f,0,0,0,0,0,0,0,0
2,107,Coal_1000_DRY_CCS,2010,2030,Coal_CCS,3000,10.69,5.01,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,108,Coal_1000_SEA_CCS,2010,2030,Coal_CCS,3000,10.01,4.16,3,0.3,0.5,0.2,0,0,0,40,0.05,0.32,f,f,f,t,f,f,1000,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,205,Coal_600_OT_CCS,2010,2030,Coal_CCS,3000,10.94,4.71,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,201,Coal_600_OT,2010,2011,Coal,3000,8.45,4.71,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,208,Coal_600_SEA_CCS,2010,2030,Coal_CCS,3000,10.94,4.71,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,204,Coal_600_SEA,2010,2011,Coal,3000,8.45,4.71,3,0.3,0.5,0.2,0,0,0,40,0.05,0.34,f,f,f,t,f,f,600,t,f,f,f,0,0,0,0,0.4,0.05,0,0
2,308,Coal_300_SEA_CCS,2010,2030,Coal_CCS,3000,11.75,5.7,2,0.5,0.5,0,0,0,0,35,0.05,0.37,f,f,f,t,f,f,300,t,f,t,f,0,0,0,0,0.4,0.05,0,0
2,804,Gas_CCGT_OT_CCS,2010,2030,Gas_CCS,3000,7.48,2.31,2,0.5,0.5,0,0,0,0,20,0.05,0.65,f,f,f,f,t,t,150,t,f,t,f,0,0,0.25,0.306,0,0,9.16,11.4
2,801,Gas_CCGT_OT,2010,2011,Gas,3000,6.47,2.31,2,0.5,0.5,0,0,0,0,20,0.0224,0.65,f,f,f,f,t,t,150,t,f,f,f,0,0,0.25,0.306,0.45,0,9.16,11.4
2,805,Gas_CCGT_RC_CCS,2010,2030,Gas_CCS,3000,8.23,2.36,2,0.5,0.5,0,0,0,0,20,0.05,0.65,f,f,f,f,t,t,150,t,f,t,f,0,0,0.25,0.306,0,0,9.16,11.4
2,8021,EP_Gas_CCGT_RC,2010,2005,Gas,0,6.86,,2,0.5,0.5,0,0,0,0,20,0.0224,0.65,f,f,f,f,t,t,150,f,f,f,f,0,0,0.25,0.306,0.45,0,,
2,806,Gas_CCGT_SEA_CCS,2010,2030,Gas_CCS,3000,7.48,2.31,2,0.5,0.5,0,0,0,0,20,0.05,0.65,f,f,f,f,t,t,150,t,f,t,f,0,0,0.25,0.306,0,0,9.16,11.4